order_id,experiment,variant,enrolled_at
ORD-002827,exp1_login_modal,variant_b,2024-01-07T22:21:05
ORD-002828,exp1_login_modal,variant_b,2024-02-16T22:38:42
ORD-002830,exp1_login_modal,control,2024-05-29T05:41:56
ORD-002833,exp1_login_modal,control,2024-02-26T15:54:45
ORD-002839,exp1_login_modal,variant_b,2024-06-24T01:23:09
ORD-002850,exp1_login_modal,control,2024-03-19T02:31:55
ORD-002857,exp1_login_modal,control,2024-03-21T00:36:30
ORD-002860,exp1_login_modal,variant_b,2024-05-29T08:55:06
ORD-002864,exp1_login_modal,variant_b,2024-06-01T19:30:35
ORD-002866,exp1_login_modal,variant_b,2024-02-11T08:42:25
ORD-002867,exp1_login_modal,variant_b,2024-04-02T06:04:02
ORD-002875,exp1_login_modal,control,2024-06-29T18:30:18
ORD-002877,exp1_login_modal,control,2024-06-21T03:20:46
ORD-002893,exp1_login_modal,variant_b,2024-05-19T15:19:43
ORD-002895,exp1_login_modal,variant_b,2024-06-16T06:47:01
ORD-002896,exp1_login_modal,variant_b,2024-02-17T04:16:49
ORD-002904,exp1_login_modal,variant_b,2024-03-16T03:05:20
ORD-002909,exp1_login_modal,control,2024-02-06T13:04:07
ORD-002920,exp1_login_modal,control,2024-05-28T05:45:36
ORD-002925,exp1_login_modal,variant_b,2024-06-18T14:09:38
ORD-002928,exp1_login_modal,variant_b,2024-01-04T04:22:47
ORD-002933,exp1_login_modal,variant_b,2024-02-26T04:20:15
ORD-002935,exp1_login_modal,control,2024-05-02T10:09:07
ORD-002936,exp1_login_modal,control,2024-02-24T17:44:08
ORD-002937,exp1_login_modal,control,2024-04-01T22:46:38
ORD-002939,exp1_login_modal,control,2024-06-01T18:46:56
ORD-002944,exp1_login_modal,control,2024-05-01T02:13:09
ORD-002954,exp1_login_modal,variant_b,2024-02-20T16:17:30
ORD-002956,exp1_login_modal,variant_b,2024-05-01T12:51:29
ORD-002959,exp1_login_modal,variant_b,2024-04-17T07:11:12
ORD-002960,exp1_login_modal,control,2024-05-02T02:50:29
ORD-002965,exp1_login_modal,variant_b,2024-03-10T08:07:05
ORD-002971,exp1_login_modal,variant_b,2024-01-09T04:33:13
ORD-002974,exp1_login_modal,variant_b,2024-04-16T19:19:50
ORD-002976,exp1_login_modal,control,2024-03-18T02:59:59
ORD-002978,exp1_login_modal,control,2024-06-11T02:33:14
ORD-002979,exp1_login_modal,variant_b,2024-03-17T05:47:59
ORD-002980,exp1_login_modal,control,2024-05-29T12:32:15
ORD-002983,exp1_login_modal,variant_b,2024-06-07T19:30:18
ORD-002985,exp1_login_modal,control,2024-06-10T02:09:23
ORD-002987,exp1_login_modal,control,2024-06-27T19:19:38
ORD-002989,exp1_login_modal,variant_b,2024-04-30T06:02:19
ORD-002993,exp1_login_modal,variant_b,2024-06-23T11:24:52
ORD-002996,exp1_login_modal,variant_b,2024-01-22T20:41:32
ORD-003001,exp1_login_modal,control,2024-05-17T20:22:54
ORD-003004,exp1_login_modal,variant_b,2024-05-16T11:58:12
ORD-003008,exp1_login_modal,variant_b,2024-04-22T15:58:58
ORD-003011,exp1_login_modal,variant_b,2024-06-28T13:30:11
ORD-003012,exp1_login_modal,variant_b,2024-06-21T18:29:35
ORD-003016,exp1_login_modal,control,2024-06-20T00:28:00
ORD-003020,exp1_login_modal,control,2024-04-22T01:06:19
ORD-003023,exp1_login_modal,control,2024-04-06T03:48:46
ORD-003025,exp1_login_modal,variant_b,2024-06-07T03:49:07
ORD-003028,exp1_login_modal,control,2024-03-13T19:14:05
ORD-003029,exp1_login_modal,control,2024-04-25T05:08:49
ORD-003032,exp1_login_modal,control,2024-05-12T23:37:25
ORD-003034,exp1_login_modal,control,2024-03-29T06:59:28
ORD-003038,exp1_login_modal,variant_b,2024-03-27T07:11:37
ORD-003043,exp1_login_modal,control,2024-02-08T15:58:50
ORD-003044,exp1_login_modal,variant_b,2024-05-29T23:56:13
ORD-003046,exp1_login_modal,variant_b,2024-01-20T17:12:00
ORD-003049,exp1_login_modal,control,2024-03-22T06:55:55
ORD-003052,exp1_login_modal,control,2024-01-24T11:57:05
ORD-003054,exp1_login_modal,variant_b,2024-04-23T00:52:41
ORD-003055,exp1_login_modal,variant_b,2024-01-03T04:09:57
ORD-003057,exp1_login_modal,control,2024-06-16T02:37:11
ORD-003058,exp1_login_modal,variant_b,2024-01-20T05:35:33
ORD-003061,exp1_login_modal,control,2024-04-19T22:29:05
ORD-003062,exp1_login_modal,control,2024-06-09T18:38:46
ORD-003070,exp1_login_modal,control,2024-03-12T18:05:35
ORD-003075,exp1_login_modal,variant_b,2024-01-27T15:42:43
ORD-003089,exp1_login_modal,variant_b,2024-04-14T08:30:20
ORD-003090,exp1_login_modal,variant_b,2024-03-17T07:53:24
ORD-003092,exp1_login_modal,control,2024-03-22T15:38:25
ORD-003093,exp1_login_modal,variant_b,2024-01-21T23:41:07
ORD-003098,exp1_login_modal,control,2024-03-24T11:01:31
ORD-003100,exp1_login_modal,control,2024-04-23T10:11:47
ORD-003103,exp1_login_modal,control,2024-06-06T04:46:40
ORD-003104,exp1_login_modal,variant_b,2024-04-28T08:58:31
ORD-003106,exp1_login_modal,variant_b,2024-03-27T15:16:50
ORD-003109,exp1_login_modal,variant_b,2024-03-07T11:10:52
ORD-003112,exp1_login_modal,variant_b,2024-03-09T14:20:11
ORD-003113,exp1_login_modal,control,2024-06-19T10:31:15
ORD-003115,exp1_login_modal,variant_b,2024-03-08T00:40:29
ORD-003116,exp1_login_modal,control,2024-01-18T08:55:04
ORD-003117,exp1_login_modal,variant_b,2024-04-02T22:06:53
ORD-003118,exp1_login_modal,variant_b,2024-06-06T07:32:09
ORD-003121,exp1_login_modal,variant_b,2024-06-29T23:28:54
ORD-003122,exp1_login_modal,control,2024-02-14T11:37:50
ORD-003127,exp1_login_modal,control,2024-04-13T16:24:10
ORD-003130,exp1_login_modal,variant_b,2024-06-06T22:16:46
ORD-003132,exp1_login_modal,variant_b,2024-06-01T01:46:41
ORD-003141,exp1_login_modal,control,2024-03-15T06:54:57
ORD-003144,exp1_login_modal,variant_b,2024-03-17T23:10:30
ORD-003146,exp1_login_modal,variant_b,2024-01-10T23:17:27
ORD-003150,exp1_login_modal,variant_b,2024-01-14T03:45:51
ORD-003153,exp1_login_modal,control,2024-03-19T08:02:11
ORD-003159,exp1_login_modal,control,2024-02-23T13:08:02
ORD-003165,exp1_login_modal,variant_b,2024-01-23T04:22:59
ORD-003169,exp1_login_modal,control,2024-05-12T13:09:11
ORD-003170,exp1_login_modal,control,2024-03-25T05:59:47
ORD-003174,exp1_login_modal,variant_b,2024-06-28T19:42:48
ORD-003175,exp1_login_modal,variant_b,2024-04-20T00:25:15
ORD-003178,exp1_login_modal,variant_b,2024-01-23T22:58:29
ORD-003179,exp1_login_modal,control,2024-04-24T06:15:03
ORD-003182,exp1_login_modal,control,2024-03-24T05:09:12
ORD-003183,exp1_login_modal,variant_b,2024-01-10T23:20:40
ORD-003189,exp1_login_modal,variant_b,2024-02-25T05:36:32
ORD-003190,exp1_login_modal,variant_b,2024-01-19T15:57:09
ORD-003191,exp1_login_modal,control,2024-05-09T03:09:52
ORD-003194,exp1_login_modal,control,2024-05-09T08:58:30
ORD-003195,exp1_login_modal,variant_b,2024-06-18T22:27:20
ORD-003200,exp1_login_modal,variant_b,2024-06-22T21:45:00
ORD-003203,exp1_login_modal,control,2024-03-28T07:20:41
ORD-003207,exp1_login_modal,control,2024-06-20T16:45:35
ORD-003208,exp1_login_modal,control,2024-05-19T23:05:55
ORD-003209,exp1_login_modal,control,2024-03-13T10:25:02
ORD-003215,exp1_login_modal,variant_b,2024-03-05T14:03:12
ORD-003221,exp1_login_modal,control,2024-02-16T09:43:38
ORD-003228,exp1_login_modal,control,2024-01-16T11:19:16
ORD-003235,exp1_login_modal,variant_b,2024-02-04T18:03:46
ORD-003240,exp1_login_modal,control,2024-02-01T12:20:10
ORD-003250,exp1_login_modal,variant_b,2024-06-16T09:14:35
ORD-003251,exp1_login_modal,control,2024-01-27T08:44:07
ORD-003255,exp1_login_modal,control,2024-05-15T03:09:38
ORD-003256,exp1_login_modal,variant_b,2024-04-13T02:27:49
ORD-003260,exp1_login_modal,variant_b,2024-06-21T12:16:59
ORD-003267,exp1_login_modal,variant_b,2024-06-22T02:14:10
ORD-003269,exp1_login_modal,control,2024-01-16T22:11:20
ORD-003276,exp1_login_modal,control,2024-02-26T20:06:36
ORD-003282,exp1_login_modal,variant_b,2024-05-24T15:23:35
ORD-003285,exp1_login_modal,control,2024-02-10T01:35:00
ORD-003288,exp1_login_modal,control,2024-02-10T03:40:17
ORD-003289,exp1_login_modal,control,2024-04-05T03:09:41
ORD-003291,exp1_login_modal,variant_b,2024-04-11T19:19:52
ORD-003292,exp1_login_modal,variant_b,2024-02-04T09:09:35
ORD-003294,exp1_login_modal,control,2024-06-12T00:12:15
ORD-003295,exp1_login_modal,control,2024-05-31T15:45:36
ORD-003296,exp1_login_modal,control,2024-01-22T07:49:07
ORD-003297,exp1_login_modal,variant_b,2024-06-04T05:45:35
ORD-003300,exp1_login_modal,variant_b,2024-06-28T00:01:38
ORD-003302,exp1_login_modal,variant_b,2024-04-20T06:50:37
ORD-003305,exp1_login_modal,control,2024-03-10T07:12:58
ORD-003306,exp1_login_modal,control,2024-03-10T07:11:03
ORD-003308,exp1_login_modal,control,2024-02-14T21:57:24
ORD-003313,exp1_login_modal,variant_b,2024-01-19T03:39:43
ORD-003317,exp1_login_modal,control,2024-06-03T12:20:04
ORD-003318,exp1_login_modal,variant_b,2024-01-01T00:25:58
ORD-003322,exp1_login_modal,variant_b,2024-06-09T15:23:32
ORD-003323,exp1_login_modal,variant_b,2024-04-30T03:06:01
ORD-003326,exp1_login_modal,control,2024-02-03T06:39:57
ORD-003328,exp1_login_modal,variant_b,2024-03-21T14:17:11
ORD-003335,exp1_login_modal,control,2024-02-08T02:40:58
ORD-003342,exp1_login_modal,variant_b,2024-01-17T05:27:16
ORD-003343,exp1_login_modal,variant_b,2024-06-09T19:16:22
ORD-003346,exp1_login_modal,control,2024-03-30T11:56:45
ORD-003349,exp1_login_modal,control,2024-01-16T17:46:54
ORD-003353,exp1_login_modal,control,2024-05-05T08:44:48
ORD-003354,exp1_login_modal,control,2024-04-14T20:38:40
ORD-003356,exp1_login_modal,variant_b,2024-03-01T23:52:32
ORD-003357,exp1_login_modal,control,2024-01-10T11:40:19
ORD-003358,exp1_login_modal,control,2024-01-18T05:19:07
ORD-003359,exp1_login_modal,variant_b,2024-01-24T20:57:10
ORD-003362,exp1_login_modal,variant_b,2024-05-18T16:49:25
ORD-003365,exp1_login_modal,variant_b,2024-02-05T21:04:26
ORD-003371,exp1_login_modal,variant_b,2024-03-18T14:46:39
ORD-003372,exp1_login_modal,variant_b,2024-05-20T23:21:24
ORD-003373,exp1_login_modal,variant_b,2024-02-27T18:51:16
ORD-003381,exp1_login_modal,control,2024-04-01T05:34:33
ORD-003383,exp1_login_modal,control,2024-05-29T21:57:09
ORD-003387,exp1_login_modal,variant_b,2024-02-16T08:58:06
ORD-003390,exp1_login_modal,control,2024-01-18T11:41:56
ORD-003394,exp1_login_modal,variant_b,2024-06-20T08:12:06
ORD-003396,exp1_login_modal,variant_b,2024-01-19T12:09:59
ORD-003398,exp1_login_modal,variant_b,2024-06-06T10:04:34
ORD-003400,exp1_login_modal,control,2024-05-13T16:09:40
ORD-003402,exp1_login_modal,control,2024-06-27T00:00:06
ORD-003403,exp1_login_modal,variant_b,2024-06-21T00:31:06
ORD-003404,exp1_login_modal,variant_b,2024-02-25T16:45:12
ORD-003407,exp1_login_modal,control,2024-02-16T15:08:40
ORD-003410,exp1_login_modal,control,2024-06-10T02:08:14
ORD-003416,exp1_login_modal,variant_b,2024-03-16T00:12:52
ORD-003418,exp1_login_modal,control,2024-03-10T02:07:35
ORD-003425,exp1_login_modal,variant_b,2024-01-27T12:06:50
ORD-003426,exp1_login_modal,control,2024-01-11T08:51:49
ORD-003427,exp1_login_modal,variant_b,2024-04-08T12:39:10
ORD-003428,exp1_login_modal,variant_b,2024-04-21T11:26:29
ORD-003430,exp1_login_modal,variant_b,2024-05-01T13:11:47
ORD-003434,exp1_login_modal,control,2024-06-01T03:31:04
ORD-003435,exp1_login_modal,variant_b,2024-04-19T18:40:29
ORD-003437,exp1_login_modal,control,2024-06-21T22:12:56
ORD-003440,exp1_login_modal,variant_b,2024-01-31T02:21:22
ORD-003443,exp1_login_modal,control,2024-06-25T06:56:03
ORD-003445,exp1_login_modal,control,2024-06-23T05:29:30
ORD-003446,exp1_login_modal,variant_b,2024-04-28T10:50:19
ORD-003452,exp1_login_modal,variant_b,2024-05-28T20:06:25
ORD-003454,exp1_login_modal,variant_b,2024-04-15T03:25:27
ORD-003459,exp1_login_modal,control,2024-04-07T20:20:27
ORD-003466,exp1_login_modal,variant_b,2024-02-22T10:51:26
ORD-003469,exp1_login_modal,control,2024-01-27T15:21:58
ORD-003470,exp1_login_modal,variant_b,2024-06-28T04:41:39
ORD-003471,exp1_login_modal,control,2024-01-05T09:57:11
ORD-003472,exp1_login_modal,variant_b,2024-02-08T12:47:38
ORD-003475,exp1_login_modal,variant_b,2024-06-29T00:54:37
ORD-003476,exp1_login_modal,variant_b,2024-05-11T15:51:41
ORD-003478,exp1_login_modal,control,2024-03-31T19:46:08
ORD-003481,exp1_login_modal,variant_b,2024-01-10T06:41:49
ORD-003483,exp1_login_modal,control,2024-05-12T10:34:39
ORD-003485,exp1_login_modal,variant_b,2024-06-26T17:00:13
ORD-003500,exp1_login_modal,variant_b,2024-02-05T00:57:11
ORD-003505,exp1_login_modal,variant_b,2024-01-27T22:35:39
ORD-003507,exp1_login_modal,variant_b,2024-02-15T16:12:03
ORD-003514,exp1_login_modal,control,2024-02-25T01:30:46
ORD-003518,exp1_login_modal,control,2024-04-29T12:49:26
ORD-003524,exp1_login_modal,variant_b,2024-01-01T03:03:02
ORD-003525,exp1_login_modal,control,2024-05-15T01:16:21
ORD-003530,exp1_login_modal,variant_b,2024-03-17T12:29:07
ORD-003532,exp1_login_modal,variant_b,2024-06-13T10:06:32
ORD-003534,exp1_login_modal,control,2024-03-07T01:22:55
ORD-003540,exp1_login_modal,control,2024-05-17T23:42:26
ORD-003542,exp1_login_modal,variant_b,2024-04-28T10:15:53
ORD-003543,exp1_login_modal,variant_b,2024-01-02T11:25:45
ORD-003545,exp1_login_modal,control,2024-04-26T07:32:49
ORD-003546,exp1_login_modal,variant_b,2024-02-15T19:55:25
ORD-003547,exp1_login_modal,variant_b,2024-01-18T03:04:32
ORD-003551,exp1_login_modal,control,2024-01-09T21:24:25
ORD-003553,exp1_login_modal,control,2024-05-30T17:58:38
ORD-003556,exp1_login_modal,control,2024-01-02T07:20:52
ORD-003557,exp1_login_modal,control,2024-03-19T02:21:29
ORD-003558,exp1_login_modal,variant_b,2024-03-21T19:05:16
ORD-003559,exp1_login_modal,variant_b,2024-04-14T15:31:31
ORD-003566,exp1_login_modal,control,2024-01-09T07:48:42
ORD-003568,exp1_login_modal,variant_b,2024-06-04T05:03:51
ORD-003570,exp1_login_modal,variant_b,2024-05-12T10:19:36
ORD-003580,exp1_login_modal,control,2024-05-01T04:22:01
ORD-003582,exp1_login_modal,variant_b,2024-04-13T09:41:27
ORD-003585,exp1_login_modal,control,2024-04-03T22:49:36
ORD-003589,exp1_login_modal,variant_b,2024-05-05T07:52:35
ORD-003594,exp1_login_modal,variant_b,2024-05-22T07:07:09
ORD-003600,exp1_login_modal,variant_b,2024-02-12T11:59:22
ORD-003604,exp1_login_modal,variant_b,2024-01-01T12:31:38
ORD-003610,exp1_login_modal,variant_b,2024-04-16T09:46:10
ORD-003616,exp1_login_modal,variant_b,2024-05-05T07:48:50
ORD-003620,exp1_login_modal,control,2024-05-25T11:53:23
ORD-003624,exp1_login_modal,control,2024-05-02T23:20:54
ORD-003627,exp1_login_modal,control,2024-03-15T06:57:41
ORD-003629,exp1_login_modal,variant_b,2024-05-27T13:37:58
ORD-003630,exp1_login_modal,variant_b,2024-01-08T04:32:23
ORD-003633,exp1_login_modal,control,2024-02-04T04:51:31
ORD-003635,exp1_login_modal,variant_b,2024-05-09T02:46:04
ORD-003642,exp1_login_modal,variant_b,2024-02-07T00:59:21
ORD-003645,exp1_login_modal,control,2024-01-05T23:31:00
ORD-003648,exp1_login_modal,control,2024-03-24T17:38:22
ORD-003652,exp1_login_modal,variant_b,2024-02-18T11:40:27
ORD-003656,exp1_login_modal,variant_b,2024-02-25T08:23:58
ORD-003658,exp1_login_modal,control,2024-01-01T12:43:55
ORD-003659,exp1_login_modal,control,2024-01-24T19:31:44
ORD-003660,exp1_login_modal,control,2024-02-14T15:10:58
ORD-003663,exp1_login_modal,variant_b,2024-01-21T20:31:49
ORD-003664,exp1_login_modal,variant_b,2024-03-30T23:51:30
ORD-003667,exp1_login_modal,variant_b,2024-02-23T12:08:44
ORD-003668,exp1_login_modal,variant_b,2024-01-05T19:31:49
ORD-003669,exp1_login_modal,control,2024-03-27T18:19:52
ORD-003670,exp1_login_modal,control,2024-04-18T23:39:04
ORD-003672,exp1_login_modal,variant_b,2024-06-28T00:41:17
ORD-003675,exp1_login_modal,variant_b,2024-02-21T15:40:12
ORD-003678,exp1_login_modal,variant_b,2024-06-26T11:13:10
ORD-003681,exp1_login_modal,variant_b,2024-04-21T11:49:14
ORD-003682,exp1_login_modal,control,2024-01-09T05:07:04
ORD-003691,exp1_login_modal,variant_b,2024-04-25T13:27:59
ORD-003694,exp1_login_modal,variant_b,2024-02-11T14:54:26
ORD-003695,exp1_login_modal,variant_b,2024-01-21T12:33:23
ORD-003697,exp1_login_modal,variant_b,2024-06-04T04:28:33
ORD-003702,exp1_login_modal,variant_b,2024-06-29T05:08:47
ORD-003706,exp1_login_modal,control,2024-06-06T15:35:23
ORD-003708,exp1_login_modal,control,2024-04-19T09:46:11
ORD-003714,exp1_login_modal,variant_b,2024-03-09T20:44:52
ORD-003715,exp1_login_modal,control,2024-03-23T05:45:33
ORD-003719,exp1_login_modal,variant_b,2024-02-05T06:54:03
ORD-003721,exp1_login_modal,variant_b,2024-05-19T21:05:50
ORD-003722,exp1_login_modal,variant_b,2024-03-27T04:56:25
ORD-003738,exp1_login_modal,variant_b,2024-04-06T05:37:33
ORD-003739,exp1_login_modal,control,2024-05-15T08:19:23
ORD-003745,exp1_login_modal,variant_b,2024-01-16T11:03:12
ORD-003746,exp1_login_modal,variant_b,2024-06-12T01:26:49
ORD-003751,exp1_login_modal,control,2024-04-24T05:55:11
ORD-003755,exp1_login_modal,control,2024-03-09T04:59:42
ORD-003757,exp1_login_modal,control,2024-06-05T19:14:27
ORD-003759,exp1_login_modal,variant_b,2024-04-26T09:50:37
ORD-003760,exp1_login_modal,variant_b,2024-06-05T16:51:45
ORD-003761,exp1_login_modal,control,2024-06-27T17:52:49
ORD-003762,exp1_login_modal,variant_b,2024-04-29T02:36:24
ORD-003768,exp1_login_modal,variant_b,2024-06-19T01:55:22
ORD-003769,exp1_login_modal,variant_b,2024-05-16T01:01:31
ORD-003774,exp1_login_modal,variant_b,2024-05-28T07:36:27
ORD-003778,exp1_login_modal,variant_b,2024-01-22T00:56:15
ORD-003779,exp1_login_modal,variant_b,2024-01-25T19:50:03
ORD-003783,exp1_login_modal,control,2024-06-27T13:16:55
ORD-003784,exp1_login_modal,control,2024-03-07T10:32:09
ORD-003785,exp1_login_modal,control,2024-01-10T08:07:58
ORD-003786,exp1_login_modal,variant_b,2024-04-09T19:40:30
ORD-003787,exp1_login_modal,variant_b,2024-04-07T18:18:22
ORD-003797,exp1_login_modal,control,2024-05-13T00:43:05
ORD-003803,exp1_login_modal,variant_b,2024-06-20T02:12:27
ORD-003808,exp1_login_modal,control,2024-03-24T00:16:57
ORD-003817,exp1_login_modal,variant_b,2024-06-11T15:04:53
ORD-003818,exp1_login_modal,control,2024-02-15T03:46:01
ORD-003819,exp1_login_modal,variant_b,2024-05-17T23:02:32
ORD-003820,exp1_login_modal,control,2024-04-25T00:45:03
ORD-003824,exp1_login_modal,variant_b,2024-06-28T10:52:07
ORD-003827,exp1_login_modal,control,2024-03-15T22:36:35
ORD-003829,exp1_login_modal,variant_b,2024-05-18T19:31:00
ORD-003831,exp1_login_modal,control,2024-06-29T07:23:07
ORD-003832,exp1_login_modal,variant_b,2024-06-01T15:48:43
ORD-003833,exp1_login_modal,variant_b,2024-02-07T20:42:25
ORD-003839,exp1_login_modal,control,2024-03-22T23:02:37
ORD-003841,exp1_login_modal,control,2024-02-24T19:06:45
ORD-003846,exp1_login_modal,control,2024-03-19T16:37:54
ORD-003851,exp1_login_modal,variant_b,2024-06-12T20:49:34
ORD-003852,exp1_login_modal,control,2024-01-25T13:33:08
ORD-003859,exp1_login_modal,variant_b,2024-03-30T10:24:53
ORD-003860,exp1_login_modal,variant_b,2024-04-26T22:05:50
ORD-003861,exp1_login_modal,variant_b,2024-01-29T02:08:01
ORD-003862,exp1_login_modal,control,2024-02-21T16:54:48
ORD-003867,exp1_login_modal,variant_b,2024-01-25T13:09:19
ORD-003870,exp1_login_modal,control,2024-03-20T14:46:45
ORD-003872,exp1_login_modal,control,2024-01-01T23:34:00
ORD-003873,exp1_login_modal,variant_b,2024-02-05T11:45:41
ORD-003875,exp1_login_modal,control,2024-01-02T05:06:47
ORD-003876,exp1_login_modal,variant_b,2024-01-18T18:15:58
ORD-003885,exp1_login_modal,variant_b,2024-04-11T08:14:38
ORD-003886,exp1_login_modal,variant_b,2024-03-07T22:00:59
ORD-003888,exp1_login_modal,control,2024-06-28T18:03:12
ORD-003890,exp1_login_modal,variant_b,2024-01-07T21:32:34
ORD-003891,exp1_login_modal,variant_b,2024-03-19T07:25:44
ORD-003898,exp1_login_modal,control,2024-02-04T08:18:19
ORD-003901,exp1_login_modal,variant_b,2024-03-17T09:43:10
ORD-003902,exp1_login_modal,control,2024-01-31T23:07:03
ORD-003907,exp1_login_modal,variant_b,2024-05-31T05:58:47
ORD-003912,exp1_login_modal,control,2024-05-12T13:05:25
ORD-003914,exp1_login_modal,variant_b,2024-01-03T01:17:10
ORD-003915,exp1_login_modal,variant_b,2024-03-03T01:00:47
ORD-003919,exp1_login_modal,variant_b,2024-05-16T17:44:15
ORD-003924,exp1_login_modal,control,2024-01-24T00:19:53
ORD-003931,exp1_login_modal,control,2024-03-16T07:50:57
ORD-003934,exp1_login_modal,variant_b,2024-04-16T03:58:16
ORD-003937,exp1_login_modal,variant_b,2024-06-16T08:41:21
ORD-003938,exp1_login_modal,variant_b,2024-03-05T21:21:54
ORD-003939,exp1_login_modal,control,2024-04-05T18:37:10
ORD-003940,exp1_login_modal,variant_b,2024-02-25T12:14:47
ORD-003942,exp1_login_modal,control,2024-02-29T18:03:25
ORD-003945,exp1_login_modal,variant_b,2024-04-09T02:48:27
ORD-003950,exp1_login_modal,variant_b,2024-06-16T03:10:12
ORD-003951,exp1_login_modal,control,2024-02-02T12:32:47
ORD-003953,exp1_login_modal,variant_b,2024-04-11T02:27:17
ORD-003954,exp1_login_modal,control,2024-01-25T11:35:10
ORD-003955,exp1_login_modal,control,2024-01-02T04:31:03
ORD-003957,exp1_login_modal,variant_b,2024-06-01T13:31:01
ORD-003958,exp1_login_modal,control,2024-04-19T19:37:23
ORD-003962,exp1_login_modal,variant_b,2024-04-10T08:17:41
ORD-003964,exp1_login_modal,variant_b,2024-06-15T14:56:35
ORD-003968,exp1_login_modal,control,2024-01-11T11:32:19
ORD-003970,exp1_login_modal,control,2024-01-18T05:16:52
ORD-003973,exp1_login_modal,variant_b,2024-05-17T23:21:26
ORD-003974,exp1_login_modal,control,2024-05-03T02:51:30
ORD-003981,exp1_login_modal,control,2024-03-10T02:25:22
ORD-003982,exp1_login_modal,variant_b,2024-05-12T18:40:42
ORD-003985,exp1_login_modal,control,2024-06-01T11:06:08
ORD-003988,exp1_login_modal,control,2024-04-04T12:52:32
ORD-003990,exp1_login_modal,control,2024-03-15T09:40:37
ORD-003991,exp1_login_modal,control,2024-03-11T05:30:24
ORD-003994,exp1_login_modal,variant_b,2024-03-21T22:34:44
ORD-003997,exp1_login_modal,variant_b,2024-02-19T15:46:17
ORD-004004,exp1_login_modal,variant_b,2024-02-12T20:05:06
ORD-004006,exp1_login_modal,control,2024-05-09T11:05:45
ORD-004011,exp1_login_modal,variant_b,2024-05-11T02:22:41
ORD-004013,exp1_login_modal,control,2024-02-08T17:07:25
ORD-004015,exp1_login_modal,variant_b,2024-06-05T16:23:42
ORD-004016,exp1_login_modal,variant_b,2024-02-25T10:45:45
ORD-004035,exp1_login_modal,variant_b,2024-01-10T10:32:10
ORD-004039,exp1_login_modal,variant_b,2024-03-31T21:10:50
ORD-004040,exp1_login_modal,variant_b,2024-06-07T07:31:54
ORD-004042,exp1_login_modal,control,2024-01-08T01:28:49
ORD-004043,exp1_login_modal,control,2024-01-13T18:14:34
ORD-004044,exp1_login_modal,control,2024-03-23T14:36:47
ORD-004047,exp1_login_modal,control,2024-06-25T09:36:18
ORD-004050,exp1_login_modal,variant_b,2024-06-01T06:08:18
ORD-004051,exp1_login_modal,variant_b,2024-06-25T14:47:06
ORD-004055,exp1_login_modal,control,2024-05-31T19:43:32
ORD-004056,exp1_login_modal,control,2024-01-07T17:59:09
ORD-004058,exp1_login_modal,variant_b,2024-05-28T10:47:14
ORD-004059,exp1_login_modal,variant_b,2024-01-03T17:59:16
ORD-004072,exp1_login_modal,variant_b,2024-02-10T23:37:38
ORD-004074,exp1_login_modal,variant_b,2024-04-13T05:18:29
ORD-004075,exp1_login_modal,variant_b,2024-01-02T05:25:13
ORD-004081,exp1_login_modal,control,2024-03-11T04:51:42
ORD-004084,exp1_login_modal,variant_b,2024-03-24T03:51:37
ORD-004087,exp1_login_modal,control,2024-06-06T12:28:55
ORD-004093,exp1_login_modal,variant_b,2024-04-11T14:22:52
ORD-004095,exp1_login_modal,variant_b,2024-01-26T14:28:22
ORD-004101,exp1_login_modal,control,2024-03-04T20:23:31
ORD-004102,exp1_login_modal,variant_b,2024-05-03T16:19:42
ORD-004103,exp1_login_modal,variant_b,2024-06-12T12:46:22
ORD-004105,exp1_login_modal,variant_b,2024-04-03T04:40:22
ORD-004107,exp1_login_modal,control,2024-03-18T20:23:35
ORD-004110,exp1_login_modal,variant_b,2024-01-07T09:54:48
ORD-004112,exp1_login_modal,variant_b,2024-04-19T17:18:23
ORD-004113,exp1_login_modal,variant_b,2024-05-06T05:33:49
ORD-004114,exp1_login_modal,control,2024-05-14T21:38:12
ORD-004119,exp1_login_modal,control,2024-02-18T03:49:39
ORD-004121,exp1_login_modal,variant_b,2024-04-28T20:03:53
ORD-004124,exp1_login_modal,control,2024-06-20T01:22:23
ORD-004125,exp1_login_modal,control,2024-02-03T06:29:23
ORD-004128,exp1_login_modal,control,2024-01-20T08:54:37
ORD-004130,exp1_login_modal,control,2024-05-27T21:42:12
ORD-004132,exp1_login_modal,variant_b,2024-03-06T09:02:01
ORD-004133,exp1_login_modal,control,2024-01-02T23:21:07
ORD-004147,exp1_login_modal,control,2024-06-15T14:27:16
ORD-004148,exp1_login_modal,variant_b,2024-05-07T09:17:24
ORD-004157,exp1_login_modal,control,2024-01-12T08:22:30
ORD-004158,exp1_login_modal,variant_b,2024-02-01T17:21:25
ORD-004159,exp1_login_modal,variant_b,2024-02-05T04:19:55
ORD-004160,exp1_login_modal,variant_b,2024-02-08T15:16:08
ORD-004161,exp1_login_modal,control,2024-01-27T02:32:43
ORD-004162,exp1_login_modal,variant_b,2024-02-12T14:45:20
ORD-004167,exp1_login_modal,variant_b,2024-05-04T14:47:41
ORD-004169,exp1_login_modal,control,2024-02-03T03:10:51
ORD-004170,exp1_login_modal,control,2024-01-10T01:28:57
